,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
14525,R. Bowman,25,England,60,62,Motherwell,ST,53.0,41.0,41.0,55.0,48.0,53.0,40.0,41.0,48.0,41.0,55.0,52.0,59.0,53.0,40.0,53.0,40.0,41.0,48.0,41.0,55.0,52.0,59.0,53.0,40.0,59.0
14526,S. Vernon,33,England,60,60,Grimsby Town,ST,58.0,44.0,48.0,58.0,57.0,58.0,45.0,44.0,57.0,48.0,58.0,58.0,59.0,57.0,48.0,58.0,45.0,44.0,57.0,48.0,58.0,58.0,59.0,57.0,48.0,59.0
13866,J. Lewis,20,United States,61,75,New York City Football Club,ST,58.0,36.0,40.0,60.0,51.0,58.0,41.0,36.0,51.0,40.0,60.0,59.0,59.0,61.0,44.0,58.0,41.0,36.0,51.0,40.0,60.0,59.0,59.0,61.0,44.0,59.0
14552,L. Vila,25,Argentina,60,65,Bahía Blanca,ST,55.0,37.0,38.0,57.0,48.0,55.0,39.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,41.0,55.0,39.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,41.0,59.0
14553,M. López,19,Argentina,60,71,Banfield,ST,56.0,38.0,40.0,57.0,50.0,56.0,41.0,38.0,50.0,40.0,57.0,54.0,59.0,56.0,43.0,56.0,41.0,38.0,50.0,40.0,57.0,54.0,59.0,56.0,43.0,59.0
9129,Benny,20,Portugal,66,76,CF Os Belenenses,ST,65.0,50.0,55.0,63.0,62.0,65.0,56.0,50.0,62.0,55.0,63.0,65.0,59.0,64.0,57.0,65.0,56.0,50.0,62.0,55.0,63.0,65.0,59.0,64.0,57.0,59.0
14554,K. Touré,23,Mali,60,67,Royal Antwerp FC,ST,53.0,34.0,34.0,57.0,44.0,53.0,36.0,34.0,44.0,34.0,57.0,53.0,59.0,55.0,37.0,53.0,36.0,34.0,44.0,34.0,57.0,53.0,59.0,55.0,37.0,59.0
14565,A. Sarr,26,Senegal,60,61,Bourg en Bresse Péronnas 01,ST,55.0,33.0,35.0,58.0,46.0,55.0,40.0,33.0,46.0,35.0,58.0,56.0,59.0,59.0,41.0,55.0,40.0,33.0,46.0,35.0,58.0,56.0,59.0,59.0,41.0,59.0
14555,L. Angol,22,England,60,68,Mansfield Town,ST,58.0,42.0,44.0,59.0,53.0,58.0,46.0,42.0,53.0,44.0,59.0,59.0,59.0,59.0,48.0,58.0,46.0,42.0,53.0,44.0,59.0,59.0,59.0,59.0,48.0,59.0
14558,J. Nanizayamo,26,France,60,62,Gangwon FC,ST,50.0,39.0,39.0,54.0,45.0,50.0,36.0,39.0,45.0,39.0,54.0,49.0,59.0,50.0,38.0,50.0,36.0,39.0,45.0,39.0,54.0,49.0,59.0,50.0,38.0,59.0
14542,F. Hollinger-Janzen,23,Benin,60,66,New England Revolution,ST,56.0,36.0,38.0,57.0,49.0,56.0,37.0,36.0,49.0,38.0,57.0,53.0,59.0,55.0,39.0,56.0,37.0,36.0,49.0,38.0,57.0,53.0,59.0,55.0,39.0,59.0
14546,K. Davis,19,England,60,73,Aston Villa,ST,57.0,46.0,47.0,58.0,52.0,57.0,47.0,46.0,52.0,47.0,58.0,57.0,59.0,58.0,48.0,57.0,47.0,46.0,52.0,47.0,58.0,57.0,59.0,58.0,48.0,59.0
14471,R. Sprangers,19,Haiti,60,73,NAC Breda,ST,59.0,36.0,39.0,59.0,51.0,59.0,40.0,36.0,51.0,39.0,59.0,58.0,59.0,59.0,43.0,59.0,40.0,36.0,51.0,39.0,59.0,58.0,59.0,59.0,43.0,59.0
13379,K. Sigurðsson,25,Iceland,62,67,GIF Sundsvall,ST,61.0,48.0,52.0,60.0,59.0,61.0,50.0,48.0,59.0,52.0,60.0,59.0,59.0,59.0,51.0,61.0,50.0,48.0,59.0,52.0,60.0,59.0,59.0,59.0,51.0,59.0
13121,H. Barry,24,Guinea,62,65,Orlando City Soccer Club,ST,60.0,40.0,41.0,61.0,51.0,60.0,46.0,40.0,51.0,41.0,61.0,61.0,59.0,62.0,48.0,60.0,46.0,40.0,51.0,41.0,61.0,61.0,59.0,62.0,48.0,59.0
12700,P. Forsell,26,Finland,63,64,Örebro SK,ST,65.0,44.0,52.0,63.0,64.0,65.0,48.0,44.0,64.0,52.0,63.0,62.0,59.0,62.0,50.0,65.0,48.0,44.0,64.0,52.0,63.0,62.0,59.0,62.0,50.0,59.0
14344,A. Plumain,22,France,61,73,US Quevilly-Rouen,ST,57.0,36.0,40.0,59.0,49.0,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,57.0,43.0,36.0,49.0,40.0,59.0,60.0,59.0,61.0,46.0,59.0
12609,A. Claude-Maurice,19,France,63,81,FC Lorient,ST,62.0,41.0,46.0,62.0,56.0,62.0,48.0,41.0,56.0,46.0,62.0,61.0,59.0,63.0,48.0,62.0,48.0,41.0,56.0,46.0,62.0,61.0,59.0,63.0,48.0,59.0
14403,J. Calero,18,Colombia,60,76,Pachuca,ST,56.0,37.0,40.0,57.0,51.0,56.0,41.0,37.0,51.0,40.0,57.0,55.0,59.0,56.0,43.0,56.0,41.0,37.0,51.0,40.0,57.0,55.0,59.0,56.0,43.0,59.0
14406,Na Sang Ho,20,Korea Republic,60,72,GwangJu FC,ST,56.0,34.0,37.0,58.0,49.0,56.0,38.0,34.0,49.0,37.0,58.0,55.0,59.0,57.0,40.0,56.0,38.0,34.0,49.0,37.0,58.0,55.0,59.0,57.0,40.0,59.0
14408,H. Watson,24,New Zealand,60,65,Wellington Phoenix,ST,52.0,41.0,40.0,55.0,46.0,52.0,38.0,41.0,46.0,40.0,55.0,51.0,59.0,52.0,39.0,52.0,38.0,41.0,46.0,40.0,55.0,51.0,59.0,52.0,39.0,59.0
14411,D. Johnstone,22,Scotland,60,70,St. Johnstone FC,ST,54.0,37.0,38.0,57.0,48.0,54.0,40.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,42.0,54.0,40.0,37.0,48.0,38.0,57.0,54.0,59.0,55.0,42.0,59.0
14427,A. La Gumina,21,Italy,60,71,Palermo,ST,57.0,33.0,38.0,59.0,52.0,57.0,37.0,33.0,52.0,38.0,59.0,55.0,59.0,56.0,39.0,57.0,37.0,33.0,52.0,38.0,59.0,55.0,59.0,56.0,39.0,59.0
10671,O. Eddahri,26,Sweden,65,65,AFC Eskilstuna,ST,65.0,47.0,53.0,63.0,61.0,65.0,53.0,47.0,61.0,53.0,63.0,64.0,59.0,64.0,55.0,65.0,53.0,47.0,61.0,53.0,63.0,64.0,59.0,64.0,55.0,59.0
11785,I. Buckley-Ricketts,19,England,64,77,FC Twente,ST,61.0,36.0,41.0,61.0,52.0,61.0,45.0,36.0,52.0,41.0,61.0,63.0,59.0,64.0,48.0,61.0,45.0,36.0,52.0,41.0,61.0,63.0,59.0,64.0,48.0,59.0
14433,C. Sánchez,18,Argentina,60,79,Talleres de Cordoba,ST,55.0,35.0,37.0,57.0,49.0,55.0,38.0,35.0,49.0,37.0,57.0,54.0,59.0,55.0,40.0,55.0,38.0,35.0,49.0,37.0,57.0,54.0,59.0,55.0,40.0,59.0
14438,A. Jung,19,France,60,71,Stade de Reims,ST,52.0,40.0,39.0,55.0,46.0,52.0,40.0,40.0,46.0,39.0,55.0,51.0,59.0,53.0,41.0,52.0,40.0,40.0,46.0,39.0,55.0,51.0,59.0,53.0,41.0,59.0
14443,S. Ito,28,Japan,60,60,Yokohama F. Marinos,ST,50.0,37.0,38.0,55.0,45.0,50.0,38.0,37.0,45.0,38.0,55.0,51.0,59.0,53.0,40.0,50.0,38.0,37.0,45.0,38.0,55.0,51.0,59.0,53.0,40.0,59.0
14466,M. Mitrović,25,Sweden,60,65,SønderjyskE,ST,54.0,45.0,44.0,57.0,50.0,54.0,43.0,45.0,50.0,44.0,57.0,54.0,59.0,55.0,44.0,54.0,43.0,45.0,50.0,44.0,57.0,54.0,59.0,55.0,44.0,59.0
14472,V. Sköld,27,Sweden,60,60,Örebro SK,ST,55.0,38.0,42.0,57.0,51.0,55.0,42.0,38.0,51.0,42.0,57.0,56.0,59.0,56.0,44.0,55.0,42.0,38.0,51.0,42.0,57.0,56.0,59.0,56.0,44.0,59.0
14567,O. Olomola,19,England,60,72,Yeovil Town,ST,54.0,39.0,39.0,57.0,47.0,54.0,39.0,39.0,47.0,39.0,57.0,53.0,59.0,55.0,40.0,54.0,39.0,39.0,47.0,39.0,57.0,53.0,59.0,55.0,40.0,59.0
13808,E. Rueda,21,Argentina,61,69,Argentinos Juniors,ST,59.0,40.0,44.0,60.0,53.0,59.0,47.0,40.0,53.0,44.0,60.0,61.0,59.0,61.0,50.0,59.0,47.0,40.0,53.0,44.0,60.0,61.0,59.0,61.0,50.0,59.0
14580,O. Camilo,22,Colombia,60,71,Corporación Club Deportivo Tuluá,ST,54.0,33.0,36.0,56.0,48.0,54.0,36.0,33.0,48.0,36.0,56.0,53.0,59.0,54.0,38.0,54.0,36.0,33.0,48.0,36.0,56.0,53.0,59.0,54.0,38.0,59.0
14855,J. Pohl,21,Denmark,60,71,Aalborg BK,ST,57.0,43.0,45.0,59.0,52.0,57.0,46.0,43.0,52.0,45.0,59.0,59.0,59.0,59.0,47.0,57.0,46.0,43.0,52.0,45.0,59.0,59.0,59.0,59.0,47.0,59.0
14866,S. McCoulsky,20,England,60,72,Newport County,ST,53.0,36.0,35.0,57.0,44.0,53.0,38.0,36.0,44.0,35.0,57.0,54.0,59.0,56.0,39.0,53.0,38.0,36.0,44.0,35.0,57.0,54.0,59.0,56.0,39.0,59.0
14881,L. Mesa,20,Argentina,60,72,Argentinos Juniors,ST,55.0,44.0,45.0,56.0,52.0,55.0,44.0,44.0,52.0,45.0,56.0,53.0,59.0,54.0,44.0,55.0,44.0,44.0,52.0,45.0,56.0,53.0,59.0,54.0,44.0,59.0
15976,E. Bostancı,21,Netherlands,58,67,Willem II,ST,56.0,37.0,40.0,58.0,49.0,56.0,42.0,37.0,49.0,40.0,58.0,57.0,59.0,59.0,45.0,56.0,42.0,37.0,49.0,40.0,58.0,57.0,59.0,59.0,45.0,59.0
14888,C. Doidge,24,Wales,60,64,Forest Green,ST,52.0,40.0,39.0,56.0,46.0,52.0,40.0,40.0,46.0,39.0,56.0,53.0,59.0,54.0,41.0,52.0,40.0,40.0,46.0,39.0,56.0,53.0,59.0,54.0,41.0,59.0
14889,B. Allen,23,United States,60,68,Minnesota Thunder,ST,51.0,38.0,37.0,55.0,45.0,51.0,37.0,38.0,45.0,37.0,55.0,50.0,59.0,52.0,38.0,51.0,37.0,38.0,45.0,37.0,55.0,50.0,59.0,52.0,38.0,59.0
14899,Sillero,21,Spain,60,69,Córdoba CF,ST,57.0,33.0,36.0,59.0,50.0,57.0,37.0,33.0,50.0,36.0,59.0,55.0,59.0,57.0,39.0,57.0,37.0,33.0,50.0,36.0,59.0,55.0,59.0,57.0,39.0,59.0
14913,Leonardo Rocha,19,Portugal,60,69,CD Leganés,ST,54.0,32.0,34.0,57.0,46.0,54.0,35.0,32.0,46.0,34.0,57.0,52.0,59.0,54.0,37.0,54.0,35.0,32.0,46.0,34.0,57.0,52.0,59.0,54.0,37.0,59.0
14919,G. Clemens,28,Mexico,60,60,Lobos de la BUAP,ST,54.0,43.0,43.0,56.0,51.0,54.0,41.0,43.0,51.0,43.0,56.0,51.0,59.0,52.0,42.0,54.0,41.0,43.0,51.0,43.0,56.0,51.0,59.0,52.0,42.0,59.0
14974,Yoon Dong Min,28,Korea Republic,60,60,Sangju Sangmu FC,ST,57.0,42.0,46.0,59.0,53.0,57.0,49.0,42.0,53.0,46.0,59.0,60.0,59.0,60.0,51.0,57.0,49.0,42.0,53.0,46.0,59.0,60.0,59.0,60.0,51.0,59.0
14578,A. Forrester,23,England,60,64,Port Vale,ST,50.0,37.0,37.0,54.0,44.0,50.0,38.0,37.0,44.0,37.0,54.0,51.0,59.0,52.0,40.0,50.0,38.0,37.0,44.0,37.0,54.0,51.0,59.0,52.0,40.0,59.0
14973,R. Murray,25,Republic of Ireland,60,63,Galway United,ST,56.0,36.0,38.0,59.0,48.0,56.0,44.0,36.0,48.0,38.0,59.0,59.0,59.0,61.0,46.0,56.0,44.0,36.0,48.0,38.0,59.0,59.0,59.0,61.0,46.0,59.0
14977,L. Vido,20,Italy,60,73,Atalanta,ST,57.0,36.0,38.0,58.0,50.0,57.0,37.0,36.0,50.0,38.0,58.0,55.0,59.0,57.0,39.0,57.0,37.0,36.0,50.0,38.0,58.0,55.0,59.0,57.0,39.0,59.0
15000,A. Amadi-Holloway,24,Wales,60,65,Oldham Athletic,ST,56.0,56.0,54.0,57.0,54.0,56.0,53.0,56.0,54.0,54.0,57.0,56.0,59.0,56.0,53.0,56.0,53.0,56.0,54.0,54.0,57.0,56.0,59.0,56.0,53.0,59.0
15005,M. Mandron,22,Scotland,60,70,Colchester United,ST,54.0,37.0,38.0,57.0,47.0,54.0,37.0,37.0,47.0,38.0,57.0,53.0,59.0,54.0,39.0,54.0,37.0,37.0,47.0,38.0,57.0,53.0,59.0,54.0,39.0,59.0
15008,U. Tavares,24,Mexico,60,65,Patriotas Boyacá FC,ST,56.0,37.0,39.0,58.0,51.0,56.0,40.0,37.0,51.0,39.0,58.0,56.0,59.0,57.0,42.0,56.0,40.0,37.0,51.0,39.0,58.0,56.0,59.0,57.0,42.0,59.0
15014,M. Richter,19,Germany,60,73,FC Augsburg,ST,58.0,33.0,39.0,59.0,52.0,58.0,38.0,33.0,52.0,39.0,59.0,56.0,59.0,58.0,40.0,58.0,38.0,33.0,52.0,39.0,59.0,56.0,59.0,58.0,40.0,59.0
15026,G. Miller,18,England,60,67,Middlesbrough,ST,54.0,35.0,36.0,57.0,47.0,54.0,39.0,35.0,47.0,36.0,57.0,53.0,59.0,56.0,39.0,54.0,39.0,35.0,47.0,36.0,57.0,53.0,59.0,56.0,39.0,59.0
14966,D. Brewster,19,England,60,73,Chesterfield,ST,57.0,36.0,39.0,59.0,50.0,57.0,43.0,36.0,50.0,39.0,59.0,57.0,59.0,58.0,44.0,57.0,43.0,36.0,50.0,39.0,59.0,57.0,59.0,58.0,44.0,59.0
14952,M. Folivi,19,England,60,77,Watford,ST,56.0,34.0,36.0,59.0,47.0,56.0,37.0,34.0,47.0,36.0,59.0,54.0,59.0,57.0,39.0,56.0,37.0,34.0,47.0,36.0,59.0,54.0,59.0,57.0,39.0,59.0
15031,A. Badji,19,Senegal,60,70,Djurgårdens IF,ST,55.0,41.0,39.0,58.0,47.0,55.0,39.0,41.0,47.0,39.0,58.0,54.0,59.0,56.0,39.0,55.0,39.0,41.0,47.0,39.0,58.0,54.0,59.0,56.0,39.0,59.0
14927,S. Harrison,19,England,60,76,Tottenham Hotspur,ST,54.0,34.0,36.0,57.0,47.0,54.0,36.0,34.0,47.0,36.0,57.0,53.0,59.0,55.0,37.0,54.0,36.0,34.0,47.0,36.0,57.0,53.0,59.0,55.0,37.0,59.0
15040,Joel Arimany,19,Spain,60,74,Málaga CF,ST,55.0,35.0,36.0,57.0,48.0,55.0,36.0,35.0,48.0,36.0,57.0,53.0,59.0,56.0,37.0,55.0,36.0,35.0,48.0,36.0,57.0,53.0,59.0,56.0,37.0,59.0
15036,A. Asante,24,Netherlands,60,65,Grimsby Town,ST,54.0,40.0,40.0,56.0,47.0,54.0,42.0,40.0,47.0,40.0,56.0,54.0,59.0,56.0,43.0,54.0,42.0,40.0,47.0,40.0,56.0,54.0,59.0,56.0,43.0,59.0
14949,T. Uzan,23,Turkey,60,69,Rot-Weiß Erfurt,ST,58.0,32.0,36.0,59.0,49.0,58.0,37.0,32.0,49.0,36.0,59.0,57.0,59.0,59.0,40.0,58.0,37.0,32.0,49.0,36.0,59.0,57.0,59.0,59.0,40.0,59.0
14845,H. Goya,23,Japan,60,66,Gamba Osaka,ST,56.0,39.0,40.0,57.0,49.0,56.0,41.0,39.0,49.0,40.0,57.0,54.0,59.0,56.0,43.0,56.0,41.0,39.0,49.0,40.0,57.0,54.0,59.0,56.0,43.0,59.0
14836,R. Moon,20,South Africa,60,72,Kaizer Chiefs,ST,57.0,30.0,33.0,60.0,48.0,57.0,36.0,30.0,48.0,33.0,60.0,56.0,59.0,58.0,38.0,57.0,36.0,30.0,48.0,33.0,60.0,56.0,59.0,58.0,38.0,59.0
14950,Víctor Narro,18,Spain,60,74,Villarreal CF,ST,57.0,32.0,37.0,58.0,50.0,57.0,38.0,32.0,50.0,37.0,58.0,56.0,59.0,58.0,41.0,57.0,38.0,32.0,50.0,37.0,58.0,56.0,59.0,58.0,41.0,59.0
14828,A. Köse,20,Turkey,60,73,Fenerbahçe SK,ST,55.0,34.0,36.0,57.0,48.0,55.0,36.0,34.0,48.0,36.0,57.0,53.0,59.0,55.0,38.0,55.0,36.0,34.0,48.0,36.0,57.0,53.0,59.0,55.0,38.0,59.0
14829,K. Angielski,21,Poland,60,66,Piast Gliwice,ST,56.0,34.0,39.0,58.0,51.0,56.0,41.0,34.0,51.0,39.0,58.0,56.0,59.0,58.0,43.0,56.0,41.0,34.0,51.0,39.0,58.0,56.0,59.0,58.0,43.0,59.0
14769,G. Zecca,19,Italy,60,69,Cremonese,ST,58.0,39.0,44.0,59.0,53.0,58.0,45.0,39.0,53.0,44.0,59.0,60.0,59.0,60.0,47.0,58.0,45.0,39.0,53.0,44.0,59.0,60.0,59.0,60.0,47.0,59.0
14732,M. Sylla,17,France,60,83,AS Monaco,ST,57.0,33.0,37.0,59.0,50.0,57.0,38.0,33.0,50.0,37.0,59.0,57.0,59.0,58.0,40.0,57.0,38.0,33.0,50.0,37.0,59.0,57.0,59.0,58.0,40.0,59.0
14763,M. Bringaker,20,Norway,60,67,Viking FK,ST,58.0,41.0,44.0,60.0,53.0,58.0,46.0,41.0,53.0,44.0,60.0,59.0,59.0,60.0,47.0,58.0,46.0,41.0,53.0,44.0,60.0,59.0,59.0,60.0,47.0,59.0
14731,Darío Poveda,20,Spain,60,73,Villarreal CF,ST,56.0,31.0,35.0,58.0,49.0,56.0,35.0,31.0,49.0,35.0,58.0,55.0,59.0,57.0,38.0,56.0,35.0,31.0,49.0,35.0,58.0,55.0,59.0,57.0,38.0,59.0
14719,D. Corcoran,28,Republic of Ireland,60,60,Bohemian FC,ST,57.0,39.0,42.0,58.0,52.0,57.0,40.0,39.0,52.0,42.0,58.0,54.0,59.0,56.0,42.0,57.0,40.0,39.0,52.0,42.0,58.0,54.0,59.0,56.0,42.0,59.0
14774,L. Norris,24,England,60,63,Swindon Town,ST,53.0,37.0,39.0,56.0,47.0,53.0,39.0,37.0,47.0,39.0,56.0,54.0,59.0,55.0,41.0,53.0,39.0,37.0,47.0,39.0,56.0,54.0,59.0,55.0,41.0,59.0
14718,U. Sen,19,Germany,60,75,Holstein Kiel,ST,54.0,33.0,35.0,57.0,45.0,54.0,38.0,33.0,45.0,35.0,57.0,54.0,59.0,57.0,40.0,54.0,38.0,33.0,45.0,35.0,57.0,54.0,59.0,57.0,40.0,59.0
14715,W. de la Rosa,24,Colombia,60,66,Deportivo Pasto,ST,57.0,31.0,35.0,60.0,48.0,57.0,40.0,31.0,48.0,35.0,60.0,58.0,59.0,60.0,42.0,57.0,40.0,31.0,48.0,35.0,60.0,58.0,59.0,60.0,42.0,59.0
14710,J. Bingham,22,Australia,60,65,Central Coast Mariners,ST,56.0,44.0,45.0,58.0,51.0,56.0,46.0,44.0,51.0,45.0,58.0,57.0,59.0,58.0,48.0,56.0,46.0,44.0,51.0,45.0,58.0,57.0,59.0,58.0,48.0,59.0
14706,S. Moussa,29,Tunisia,60,60,Dundee FC,ST,52.0,39.0,38.0,56.0,46.0,52.0,37.0,39.0,46.0,38.0,56.0,52.0,59.0,53.0,38.0,52.0,37.0,39.0,46.0,38.0,56.0,52.0,59.0,53.0,38.0,59.0
14690,L. Mandeville,20,England,60,70,Doncaster Rovers,ST,58.0,46.0,47.0,60.0,53.0,58.0,50.0,46.0,53.0,47.0,60.0,58.0,59.0,59.0,51.0,58.0,50.0,46.0,53.0,47.0,60.0,58.0,59.0,59.0,51.0,59.0
14686,C. Ndiaye,21,Senegal,60,68,Waasland-Beveren,ST,54.0,34.0,35.0,57.0,46.0,54.0,37.0,34.0,46.0,35.0,57.0,54.0,59.0,56.0,40.0,54.0,37.0,34.0,46.0,35.0,57.0,54.0,59.0,56.0,40.0,59.0
14656,M. Evouna,24,Gabon,60,65,Atiker Konyaspor,ST,55.0,43.0,42.0,56.0,49.0,55.0,40.0,43.0,49.0,42.0,56.0,51.0,59.0,53.0,41.0,55.0,40.0,43.0,49.0,42.0,56.0,51.0,59.0,53.0,41.0,59.0
14742,F. Diabaté,21,Mali,60,68,GFC Ajaccio,ST,59.0,32.0,35.0,61.0,50.0,59.0,40.0,32.0,50.0,35.0,61.0,60.0,59.0,63.0,43.0,59.0,40.0,32.0,50.0,35.0,61.0,60.0,59.0,63.0,43.0,59.0
14699,D. Ferfelis,24,Germany,60,64,FSV Zwickau,ST,52.0,42.0,40.0,54.0,47.0,52.0,36.0,42.0,47.0,40.0,54.0,49.0,59.0,50.0,36.0,52.0,36.0,42.0,47.0,40.0,54.0,49.0,59.0,50.0,36.0,59.0
14648,A. Galadzhan,19,Russia,60,71,Lokomotiv Moscow,ST,56.0,35.0,39.0,57.0,50.0,56.0,39.0,35.0,50.0,39.0,57.0,55.0,59.0,56.0,41.0,56.0,39.0,35.0,50.0,39.0,57.0,55.0,59.0,56.0,41.0,59.0
14643,D. Newton,26,England,60,62,Stevenage,ST,53.0,34.0,35.0,56.0,45.0,53.0,38.0,34.0,45.0,35.0,56.0,53.0,59.0,54.0,39.0,53.0,38.0,34.0,45.0,35.0,56.0,53.0,59.0,54.0,39.0,59.0
14818,R. Patterson,32,Northern Ireland,60,60,Derry City,ST,54.0,40.0,42.0,56.0,51.0,54.0,39.0,40.0,51.0,42.0,56.0,53.0,59.0,54.0,41.0,54.0,39.0,40.0,51.0,42.0,56.0,53.0,59.0,54.0,41.0,59.0
14631,G. Luer,22,England,60,70,Hull City,ST,55.0,36.0,39.0,57.0,49.0,55.0,40.0,36.0,49.0,39.0,57.0,54.0,59.0,56.0,41.0,55.0,40.0,36.0,49.0,39.0,57.0,54.0,59.0,56.0,41.0,59.0
14602,L. Passerini,22,Argentina,60,66,Club Atlético Tigre,ST,53.0,41.0,42.0,55.0,50.0,53.0,39.0,41.0,50.0,42.0,55.0,52.0,59.0,52.0,40.0,53.0,39.0,41.0,50.0,42.0,55.0,52.0,59.0,52.0,40.0,59.0
14781,J. Maja,18,England,60,78,Sunderland,ST,57.0,35.0,39.0,59.0,51.0,57.0,40.0,35.0,51.0,39.0,59.0,57.0,59.0,58.0,42.0,57.0,40.0,35.0,51.0,39.0,59.0,57.0,59.0,58.0,42.0,59.0
14590,E. Mour Samb,23,Senegal,60,67,Tromsø IL,ST,57.0,30.0,35.0,58.0,49.0,57.0,38.0,30.0,49.0,35.0,58.0,57.0,59.0,59.0,40.0,57.0,38.0,30.0,49.0,35.0,58.0,57.0,59.0,59.0,40.0,59.0
14775,R. Al Shammari,20,Saudi Arabia,60,70,Al Shabab,ST,57.0,31.0,34.0,59.0,48.0,57.0,37.0,31.0,48.0,34.0,59.0,55.0,59.0,58.0,39.0,57.0,37.0,31.0,48.0,34.0,59.0,55.0,59.0,58.0,39.0,59.0
14799,G. Guessan,24,Ivory Coast,60,65,Viking FK,ST,52.0,39.0,37.0,55.0,44.0,52.0,38.0,39.0,44.0,37.0,55.0,51.0,59.0,53.0,39.0,52.0,38.0,39.0,44.0,37.0,55.0,51.0,59.0,53.0,39.0,59.0
14581,F. Hinds,18,England,60,79,Cheltenham Town,ST,54.0,34.0,35.0,57.0,46.0,54.0,39.0,34.0,46.0,35.0,57.0,54.0,59.0,56.0,40.0,54.0,39.0,34.0,46.0,35.0,57.0,54.0,59.0,56.0,40.0,59.0
13790,G. Álvarez,25,Bolivia,61,64,,ST,53.0,29.0,33.0,57.0,46.0,53.0,38.0,29.0,46.0,33.0,57.0,54.0,60.0,56.0,40.0,53.0,38.0,29.0,46.0,33.0,57.0,54.0,60.0,56.0,40.0,60.0
13901,S. Demhasaj,21,Switzerland,61,71,FC Luzern,ST,53.0,34.0,36.0,57.0,47.0,53.0,37.0,34.0,47.0,36.0,57.0,52.0,60.0,54.0,38.0,53.0,37.0,34.0,47.0,36.0,57.0,52.0,60.0,54.0,38.0,60.0
13794,A. Montalto,29,Italy,61,61,Ternana,ST,54.0,41.0,43.0,57.0,51.0,54.0,42.0,41.0,51.0,43.0,57.0,54.0,60.0,55.0,43.0,54.0,42.0,41.0,51.0,43.0,57.0,54.0,60.0,55.0,43.0,60.0
13802,D. Ceter,19,Colombia,61,78,Independiente Santa Fe,ST,50.0,39.0,36.0,55.0,44.0,50.0,36.0,39.0,44.0,36.0,55.0,48.0,60.0,50.0,36.0,50.0,36.0,39.0,44.0,36.0,55.0,48.0,60.0,50.0,36.0,60.0
13806,J. Tell,20,France,61,70,Stade Rennais FC,ST,56.0,42.0,42.0,58.0,51.0,56.0,42.0,42.0,51.0,42.0,58.0,55.0,60.0,56.0,43.0,56.0,42.0,42.0,51.0,42.0,58.0,55.0,60.0,56.0,43.0,60.0
12215,M. Owusu,22,Germany,63,75,Hansa Rostock,ST,60.0,38.0,44.0,61.0,54.0,60.0,45.0,38.0,54.0,44.0,61.0,62.0,60.0,63.0,48.0,60.0,45.0,38.0,54.0,44.0,61.0,62.0,60.0,63.0,48.0,60.0
13833,M. Herrmann,20,Sweden,61,74,FC Helsingør,ST,56.0,33.0,35.0,59.0,47.0,56.0,37.0,33.0,47.0,35.0,59.0,55.0,60.0,58.0,39.0,56.0,37.0,33.0,47.0,35.0,59.0,55.0,60.0,58.0,39.0,60.0
13815,E. Demirović,19,Bosnia Herzegovina,61,75,Deportivo Alavés,ST,52.0,40.0,39.0,56.0,46.0,52.0,39.0,40.0,46.0,39.0,56.0,51.0,60.0,54.0,40.0,52.0,39.0,40.0,46.0,39.0,56.0,51.0,60.0,54.0,40.0,60.0
13841,L. Mothiba,21,South Africa,61,70,Valenciennes FC,ST,56.0,36.0,39.0,58.0,50.0,56.0,39.0,36.0,50.0,39.0,58.0,56.0,60.0,57.0,42.0,56.0,39.0,36.0,50.0,39.0,58.0,56.0,60.0,57.0,42.0,60.0
13881,J. Sinclair,20,England,61,72,Watford,ST,59.0,45.0,48.0,60.0,54.0,59.0,49.0,45.0,54.0,48.0,60.0,60.0,60.0,61.0,52.0,59.0,49.0,45.0,54.0,48.0,60.0,60.0,60.0,61.0,52.0,60.0
13879,Rômulo,25,Brazil,61,65,Hammarby IF,ST,58.0,35.0,39.0,60.0,52.0,58.0,38.0,35.0,52.0,39.0,60.0,57.0,60.0,58.0,40.0,58.0,38.0,35.0,52.0,39.0,60.0,57.0,60.0,58.0,40.0,60.0
13875,I. Chaïbi,20,France,61,77,AS Monaco,ST,58.0,36.0,40.0,59.0,51.0,58.0,40.0,36.0,51.0,40.0,59.0,58.0,60.0,59.0,42.0,58.0,40.0,36.0,51.0,40.0,59.0,58.0,60.0,59.0,42.0,60.0
4754,M. Pavlović,27,Croatia,71,72,Angers SCO,ST,53.0,70.0,64.0,55.0,57.0,53.0,59.0,70.0,57.0,64.0,55.0,52.0,60.0,52.0,58.0,53.0,59.0,70.0,57.0,64.0,55.0,52.0,60.0,52.0,58.0,60.0
13870,R. Migone,21,Argentina,61,73,Club Atlético Patronato,ST,61.0,35.0,41.0,62.0,54.0,61.0,41.0,35.0,54.0,41.0,62.0,62.0,60.0,62.0,45.0,61.0,41.0,35.0,54.0,41.0,62.0,62.0,60.0,62.0,45.0,60.0
